1000
-912, 7
575, 607
457, -460
-799, -226
147, -525
-1000, 808
-732, 681
-40, 801
668, 238
473, 220
881, 316
-864, -331
369, -848
335, 880
-158, -966
31, 140
-872, -27
678, 436
284, 157
-320, 698
-823, 574
-255, 193
-994, -700
724, -960
-219, -121
199, 195
-650, -269
115, -710
688, 617
-662, 80
-847, 373
-210, -837
-946, -739
286, -774
-317, 958
785, 877
-235, -21
-552, -406
-922, -228
35, -66
-236, -428
210, 124
792, -236
-620, 66
-316, 716
240, -30
804, 522
566, 200
-636, 586
-832, -802
-378, 661
28, 343
-232, 181
365, 999
-599, -896
-179, -184
589, -411
44, -249
-491, 717
-490, 412
803, -585
684, 628
778, 742
869, -984
-829, -642
259, -857
-137, -850
-807, -693
-334, -74
995, 207
-979, 820
-777, -678
-605, 27
541, -957
-401, -510
-309, -64
-712, -161
695, 435
492, 738
445, 288
-343, 39
581, 689
337, -776
-969, -745
670, -481
-489, 257
824, -703
-213, -271
550, 864
-138, 965
618, 841
154, 193
93, -588
23, 65
139, 145
514, 742
526, 986
727, 37
-386, 843
468, -813
-101, -376
603, -395
582, 563
-162, 833
-988, 569
606, 179
-776, -667
-764, -173
649, -390
190, -590
318, 271
594, 462
12, 623
-776, -876
-868, -18
-484, 455
79, -743
883, 938
275, -687
-539, -110
71, 772
713, 965
-105, 745
-247, 734
-556, 926
293, -313
-453, -387
-720, -454
-625, -616
-646, 30
-39, 279
-865, 928
119, 755
523, 650
505, 327
42, 355
787, -342
-881, -312
480, 754
409, 597
384, 909
812, 484
-33, 807
626, -192
649, 864
287, -809
567, -932
500, -465
175, -133
885, -177
381, 673
-946, 8
795, -124
-829, 364
-634, 244
717, -612
-218, -75
108, 110
298, 337
-919, 691
794, 417
-925, -746
625, -171
586, -384
-200, -887
-25, 762
72, 122
111, 940
381, 689
-938, 149
210, -112
-407, 301
-756, 833
886, -118
452, -544
-619, 915
-560, 849
431, -71
-2, -993
-930, -145
378, 564
-837, 816
96, 255
773, 597
672, -989
-892, -471
878, -108
-833, 679
-869, -643
-538, 449
-998, -304
587, -159
-475, 406
-725, -266
296, 118
141, 135
-966, -800
-434, -827
314, -218
738, 563
-165, -53
-474, 85
-577, -230
297, 743
289, 628
493, 78
793, 948
846, 764
-581, 265
-739, -706
-137, 505
-150, -440
967, 573
588, -841
-195, -972
-939, 419
-831, 175
900, -573
-177, -45
-607, -788
499, 68
874, -134
129, 596
847, -905
103, -718
270, 536
-285, 971
-225, 471
-325, 121
-200, 546
403, 127
-683, 593
-979, 32
-554, -81
-141, -932
37, 836
-397, -611
542, -243
-562, -389
991, -813
-432, 95
-477, 50
-190, -548
554, 28
-194, 769
-820, 359
667, 874
506, 665
939, -987
667, 711
398, -557
-147, 788
-941, -273
-747, -795
656, 106
-54, 862
723, -832
-347, -870
-434, 989
-588, -311
672, 302
-574, 889
866, -468
839, -137
-240, 669
-1, 621
847, 988
902, 535
962, -395
-233, 159
998, 841
-379, 458
326, 42
602, -822
-44, -831
-226, 787
48, -654
222, -845
594, -139
819, 481
-213, 36
-782, 862
-349, -233
-387, -552
-394, 914
-300, 675
-324, 271
906, 131
-914, 997
737, -888
-729, -685
-371, 207
-721, -997
-960, -633
-464, 516
-729, 366
259, 112
100, 604
-238, 311
-294, 156
143, 256
238, 595
418, -244
-969, 498
179, 416
906, -539
126, 774
-989, 842
-318, 568
468, -291
-347, -782
558, 39
23, -387
-721, 834
-786, -820
597, -307
978, -948
375, 855
500, -332
400, -884
472, -252
-514, -966
616, 750
871, -654
-868, -188
-198, 193
861, -660
190, 651
-573, -624
-483, -568
67, 30
-367, -316
-361, 847
-978, 591
-362, -704
827, 23
713, 47
-321, -829
333, 118
427, 266
-737, -885
88, -599
-919, 904
73, 733
346, 513
719, -783
860, 899
233, 682
-77, -316
-469, -606
-649, -324
-205, -360
-850, 902
632, 24
-851, -619
981, 148
27, -687
-758, -717
-222, -216
-673, 796
-629, 719
667, 684
974, -717
-161, -939
-408, -179
421, 948
-60, 722
569, -708
453, 688
-84, -310
-121, 928
-798, -186
-724, -747
1, -656
-390, 413
613, -142
831, 473
258, -750
578, 433
-991, -87
91, 473
-881, -282
-1, 371
422, -238
258, -26
567, -320
-993, 40
337, 94
782, 870
566, -348
994, -916
767, 1
121, 84
-906, 654
505, -582
202, -249
129, 392
-628, 5
-111, 106
815, 12
476, 478
-121, -484
-843, 88
-910, -479
-893, 808
612, -592
-6, -393
688, 583
869, 802
215, -419
606, 63
421, -204
-530, -936
-477, 3
725, 777
278, 837
-115, -919
210, 242
-160, -874
-489, 831
952, -804
705, 649
260, 44
185, 445
-807, -904
188, 650
610, 824
-552, 166
-736, 346
572, 998
633, 210
83, 547
-63, 803
-810, -589
-381, 618
-996, 304
170, -579
-203, -187
829, 335
962, 819
847, -524
-135, -344
557, -788
-310, -151
-535, -518
877, -327
504, 583
834, 784
-625, -46
307, -935
-322, -540
584, 503
-918, 298
619, 446
-317, 25
21, 342
558, -779
-827, -356
-727, 732
513, 440
659, 144
487, -900
-823, -476
-870, 766
998, 189
333, -624
810, -303
356, 858
239, 803
-557, 730
452, 574
137, 709
421, -176
-902, 197
992, -173
786, -13
606, -28
426, -250
-116, -342
-303, 80
744, -855
174, 330
399, -406
-27, 672
434, -739
38, -109
-350, -643
-276, 20
491, -649
721, 641
-819, -457
-426, -176
882, 925
664, 761
-273, 542
-6, 49
7, 673
-705, 394
242, 799
-870, -259
149, 23
-315, -830
804, 491
678, -179
-19, 101
544, 956
943, -902
-600, -43
-166, 173
984, -600
101, -401
106, -957
890, -521
-524, 49
473, -329
725, -985
-697, -666
686, 560
707, -2
284, 949
-990, -43
196, 632
392, 809
292, -809
632, -200
-591, -479
-867, -673
46, 554
807, -137
-529, 738
663, -220
469, -380
-245, -204
182, -434
626, 427
763, -850
-286, -217
491, -802
281, 22
461, -617
-776, 614
-924, 849
841, 208
-882, 729
640, -609
705, 685
-432, -321
901, 688
741, 213
-800, -7
-909, -306
821, -581
509, 646
-1000, 102
-230, 91
-139, 219
330, 21
-198, -399
827, -59
-844, -988
952, -245
-716, -116
802, 445
-727, 691
-149, 151
-401, -159
-883, 306
-504, 786
-22, -122
985, -80
62, -1
-802, -513
273, 759
258, 612
-290, 65
-434, 31
-921, -852
731, 765
-807, -49
-399, -668
415, -559
100, 127
600, -37
-35, -296
-391, 75
944, -371
-180, 155
830, -972
-405, -515
481, 368
-182, -966
220, 528
-877, 330
-460, 892
-110, -343
-344, -182
-417, -254
57, -605
-704, 91
766, -157
-154, 985
-3, -707
740, -953
-495, 315
-159, -495
-484, -260
-342, -386
-260, 537
-273, -506
444, -986
-136, -402
496, -700
-445, 828
-87, -480
-205, 577
644, -68
597, -868
904, 252
-375, -382
-640, -715
-845, 713
298, 697
122, -66
672, -149
681, -997
880, -723
-474, -646
-238, 224
-874, -557
-315, -581
-16, 211
979, -530
320, 281
-290, 358
994, 203
115, 719
-652, 742
406, -715
-585, -226
788, -971
89, 969
-125, 644
-792, 893
850, -12
367, 952
-790, -329
785, -181
-662, 642
721, -269
224, -852
-91, -150
-353, -568
530, -851
-538, -655
628, -652
945, 980
-48, 43
-18, -765
-574, -121
